,Gene,Ortholog,gene_id,ortholog_id
1477,ERF,PC,2077,5091
1478,ERG,PCBP1,2078,5093
1479,ERN1,SERPINA5,2081,5104
1480,ERV3-1,PCYT1A,2086,5130
1481,FBL,PDE2A,2091,5138
1482,ESAT,PDE4C,2096,5143
1483,ESB3,PDE4D,2097,5144
1484,ESD,PDE6A,2098,5145
1485,ESR2,PDE6D,2100,5147
1486,ESRRA,PDE6G,2101,5148
1487,ESRRB,PDE7A,2103,5150
1488,ESRRG,PDE8A,2104,5151
1489,ETF1,PDGFA,2107,5154
1490,ETFA,PDGFB,2108,5155
1491,ETFB,PDGFRA,2109,5156
1492,ETFDH,PDE6B,2110,5158
1493,ETS1,PDHA2,2113,5161
1494,ETV1,PDK2,2115,5164
1495,ETV2,ENPP1,2116,5167
1496,ETV4,ENPP3,2118,5169
1497,ETV5,PDPK1,2119,5170
1498,ETV6,PDZK1,2120,5174
1499,ETV6,PDZK1P1,2120,100034743
1500,EVC,PECAM1,2121,5175
1501,MECOM,PER1,2122,5187
1502,EVI2A,PEX1,2123,5189
1503,EVI2B,PEX6,2124,5190
1504,EVPL,PEX7,2125,5191
1505,EVX1,PEX13,2128,5194
1506,EWSR1,PF4,2130,5196
1507,EXT1,PF4V1,2131,5197
1508,EXT2,PFAS,2132,5198
1509,EXTL1,PFKFB1,2134,5207
1510,EXTL2,PFKFB2,2135,5208
1511,EXTL3,PFKFB4,2137,5210
1512,EYA1,PFKL,2138,5211
1513,EYA2,PFKM,2139,5213
1514,EYA3,PFKP,2140,5214
1515,EZH1,PGD,2145,5226
1516,EZH2,PGF,2146,5228
1517,F2,PGK2,2147,5232
1518,F2,PGK1,2147,5230
1519,F2R,PGM1,2149,5236
1520,F2RL1,PGM3,2150,5238
1521,F2RL2,PGR,2151,5241
1522,F5,ABCB4,2153,5244
1523,F7,PHKA2,2155,5256
1524,F7R,PHKB,2156,5257
1525,F8,PHKG1,2157,5260
1526,F10,PHYH,2159,5264
1527,F11,SERPINA1,2160,5265
1528,F12,SERPINB5,2161,5268
1529,FAAH,PIGR,2166,5284
1530,FABP1,PIK3C2B,2168,5287
1531,FABP2,PIK3C2G,2169,5288
1532,FABP3,PIK3C3,2170,5289
1533,FABP5,PIK3CA,2171,5290
1534,FABP6,PIK3CB,2172,5291
1535,FABP7,PIM1,2173,5292
1536,FANCA,PIK3CG,2175,5294
1537,FANCD2,PIK3R2,2177,5296
1538,FANCE,PI4KA,2178,5297
1539,ACSL1,PIN1,2180,5300
1540,ACSL3,PIP4K2A,2181,5305
1541,ACSL4,PITX2,2182,5308
1542,FAH,PKLR,2184,5313
1543,FAH,PKM,2184,5315
1544,PTK2B,PKP2,2185,5318
1545,BPTF,PLA2G1B,2186,5319
1546,FANCB,PLA2G2A,2187,5320
1547,FANCF,PLA2G4A,2188,5321
1548,FANCG,PLA2G5,2189,5322
1549,FBLN1,PLAUR,2192,5329
1550,FARSA,PLCB2,2193,5330
1551,FAT1,PLCB4,2195,5332
1552,FAT2,PLCD1,2196,5333
1553,FAU,PLCG1,2197,5335
1554,FBLN2,PLD1,2199,5337
1555,FBN1,PLD2,2200,5338
1556,EFEMP1,SERPINF2,2202,5345
1557,FBP1,PLIN1,2203,5346
1558,FCAR,PLK1,2204,5347
1559,FCER1A,PLN,2205,5350
1560,MS4A2,PLOD1,2206,5351
1561,FCER1G,PLOD2,2207,5352
1562,FCER2,PLRG1,2208,5356
1563,FCGR1A,PLTP,2209,5360
1564,FCGR1BP,PLXNA1,2210,5361
1565,FCGR2A,PLXNB1,2212,5364
1566,FCGR2A,PLXNB3,2212,5365
1567,FCGR2B,PLXNB3,2213,5365
1568,FCGR3A,PMAIP1,2214,5366
1569,FCGR3B,PML,2215,5371
1570,FDX1P2,PMM1,2216,5372
1571,FDX1P2,PMM2,2216,5373
1572,FCGRT,PMM1,2217,5372
1573,FCGRT,PMM2,2217,5373
1574,FKTN,EXOSC9,2218,5393
1575,FCN1,EXOSC10,2219,5394
1576,FCN2,PMS2,2220,5395
1577,FDFT1,PNLIPRP1,2222,5407
1578,FDPS,PNMT,2224,5409
1579,FDPSP3,POLB,2227,5423
1580,FDPSP4,POLD1,2228,5424
1581,FDPSP5,POLD2,2229,5425
1582,FDX1,POLE,2230,5426
1583,FDX1P1,POLE2,2231,5427
1584,FDXR,POLR2A,2232,5430
1585,FECH,POLR2D,2235,5433
1586,FECHP1,POLR2E,2236,5434
1587,FEN1,POLR2F,2237,5435
1588,GPC4,POLR2H,2239,5437
1589,FER,POLR2J,2241,5439
1590,FES,POLR2K,2242,5440
1591,FGA,POLR2L,2243,5441
1592,FGB,POMC,2244,5443
1593,FGD1,POR,2245,5447
1594,FGF1,PPA1,2246,5464
1595,FGF1,PPA2,2246,27068
1596,FGF2,PPARA,2247,5465
1597,FGF3,PPARD,2248,5467
1598,FGF4,PPARG,2249,5468
1599,FGF5,MED1,2250,5469
1600,FGF6,PPAT,2251,5471
1601,FGF7,PPBP,2252,5473
1602,FGF8,CTSA,2253,5476
1603,FGF9,PPIA,2254,5478
1604,FGF10,PPID,2255,5481
1605,FGF11,PPM1A,2256,5494
1606,FGF12,PPM1B,2257,5495
1607,FGF13,PPOX,2258,5498
1608,FGF14,PPP1CA,2259,5499
1609,FGFR1,PPP1CB,2260,5500
1610,GPC5,PPP1R1A,2262,5502
1611,FGFR2,PPP1R3A,2263,5506
1612,FGFR4,PPP1R3C,2264,5507
1613,FGG,PPP2CA,2266,5515
1614,FGL1,IDO1,2267,3620
1615,FGL1,IDO2,2267,169355
1616,FGR,PPP2CB,2268,5516
1617,FHIT,PPP2R2B,2272,5521
1618,FHL1,PPP2R2C,2273,5522
1619,FHL2,PPP2R5A,2274,5525
1620,VEGFD,PPP2R5D,2277,5528
1621,FIM1,PPP2R5E,2278,5529
1622,FIM3,PPP3CA,2279,5530
1623,FKBP1A,PPP3CB,2280,5532
1624,FKBP1B,PPP3CC,2281,5533
1625,FKBP1AP1,PPP3R1,2282,5534
1626,FKBP1AP2,PPP3R2,2283,5535
1627,FKBP1AP3,PPP5C,2284,5536
1628,FKBP1AP4,PPT1,2285,5538
1629,FKBP2,NPY4R,2286,5540
1630,FKBP3,PRF1,2287,5551
1631,FKBP4,PRG2,2288,5553
1632,FKBP5,PRIM1,2289,5557
1633,FOXG1,PRIM2,2290,5558
1634,FOXF1,PRKAB2,2294,5565
1635,FOXF2,PRKACA,2295,5566
1636,FOXC1,PRKACB,2296,5567
1637,FOXD1,PRKACG,2297,5568
1638,FOXD4,PRKAG1,2298,5571
1639,FOXI1,PRKAR1A,2299,5573
1640,FOXL1,PRKAR1B,2300,5575
1641,FOXE3,PRKAR2A,2301,5576
1642,FOXC2,PRKCA,2303,5578
1643,FOXM1,PRKCD,2305,5580
1644,FOXD2,PRKCE,2306,5581
1645,FOXS1,PRKCG,2307,5582
1646,FOXO1,PRKCH,2308,5583
1647,FOXO3,PRKCI,2309,5584
1648,FOXO3B,PKN1,2310,5585
1649,FLG,PRKCZ,2312,5590
1650,FLI1,PRKDC,2313,5591
1651,FLII,PRKG1,2314,5592
1652,MLANA,PRKG2,2315,5593
1653,FLNA,MAPK1,2316,5594
1654,FLNA,MAPK3,2316,5595
1655,FLNB,MAPK3,2317,5595
1656,FLOT2,MAPK6,2319,5597
1657,FLOT2,MAPK4,2319,5596
1658,FLT1,MAPK8,2321,5599
1659,FLT3,MAPK11,2322,5600
1660,FLT3LG,MAPK9,2323,5601
1661,FLT4,MAPK10,2324,5602
1662,FMO1,MAP2K1,2326,5604
1663,FMO2,MAP2K2,2327,5605
1664,FMO3,MAP2K3,2328,5606
1665,FMO4,MAP2K5,2329,5607
1666,FMO5,MAP2K6,2330,5608
1667,FMOD,MAP2K7,2331,5609
1668,FMR1,EIF2AK2,2332,5610
1669,AFF2,MYL12B,2334,103910
1670,FN1,PRKX,2335,5613
1671,FNTAP2,PROS1,2341,5627
1672,FNTB,PRPH,2342,5630
1673,FOLH1,PRSS1,2346,5644
1674,FOLR1,PRSS3,2348,5646
1675,FOLR2,RELN,2350,5649
1676,FOLR3,PSD,2352,5662
1677,FOS,PSEN1,2353,5663
1678,FOSB,PSEN2,2354,5664
1679,FOSL2,PSMA1,2355,5682
1680,FPGS,PSMA2,2356,5683
1681,FPR1,PSMA3,2357,5684
1682,FPR2,PSMA4,2358,5685
1683,FPR3,PSMA5,2359,5686
1684,FRA1A,PSMA6,2360,5687
1685,FRA1B,PSMA7,2361,5688
1686,FRA1C,PSMB1,2362,5689
1687,FRA1D,PSMB2,2363,5690
1688,FRA1E,PSMB3,2364,5691
1689,FRA1F,PSMB4,2365,5692
1690,FRA1G,PSMB5,2366,5693
1691,FRA1H,PSMB6,2367,5694
1692,FRA1I,PSMB7,2368,5695
1693,FRA1J,PSMB8,2369,5696
1694,FRA1K,PSMB9,2370,5698
1695,FRA1L,PSMB10,2371,5699
1696,FRA1M,PSMC1,2372,5700
1697,FRA2B,PSMC3,2374,5702
1698,FRA2C,PSMC4,2375,5704
1699,FRA2D,PSMC5,2376,5705
1700,FRA2E,PSMC6,2377,5706
1701,FRA2G,PSMD2,2379,5708
1702,FRA2I,PSMD4,2381,5710
1703,FRA2J,PSMD7,2382,5713
1704,FRA2K,PSMD8,2383,5714
1705,FRA3A,PSMD11,2384,5717
1706,FRA3D,PSME1,2387,5720
1707,FRA4A,PSME2,2388,5721
1708,FRA4B,PSPH,2389,5723
1709,FRA4C,PTAFR,2390,5724
1710,FRA4D,TAS2R38,2391,5726
1711,FRA5A,PTEN,2393,5728
1712,FRA5B,PTGDR,2394,5729
1713,FXN,PTGDS,2395,5730
1714,FRA5C,PTGER1,2396,5731
1715,FRA5D,PTGER2,2397,5732
1716,FRA5E,PTGER3,2398,5733
1717,FRA6A,PTGIR,2401,5739
1718,FRA6B,PTGIS,2402,5740
1719,FRA6C,PTGS1,2403,5742
1720,FRA6D,PTGS2,2404,5743
1721,FRA6E,PTH1R,2405,5745
1722,FRA6F,PTH2R,2406,5746
1723,FRA6G,PTK2,2407,5747
1724,FRA7B,PTPN6,2409,5777
1725,FRA7C,PTPN7,2410,5778
1726,FRA7E,PTPN13,2412,5783
1727,FRA7F,PTPRA,2413,5786
1728,FRA7G,PTPRB,2414,5787
1729,FRA7I,PTPRF,2416,5792
1730,FRA7J,PTPRJ,2417,5795
1731,FRA8A,PTPRM,2418,5797
1732,FRA8B,PTPRN,2419,5798
1733,FRA8C,PTPRR,2421,5801
1734,FRA8D,PTPRZ1,2422,5803
1735,FRA8E,PTS,2423,5805
1736,FRA9A,PVR,2425,5817
1737,FRA9B,NECTIN1,2426,5818
1738,FRA9D,PEX19,2428,5824
1739,FRA9E,ABCD3,2429,5825
1740,FRA9F,ABCD4,2430,5826
1741,FRA10C,PXN,2433,5829
1742,FRA10E,PYCR1,2435,5831
1743,FRA10F,ALDH18A1,2436,5832
1744,FRA10G,PCYT2,2437,5833
1745,FRA11C,PYGB,2440,5834
1746,FRA11C,PYGM,2440,5837
1747,FRA11D,QARS1,2441,5859
1748,FRA11E,QDPR,2442,5860
1749,FRA11F,RAB1B,2443,81876
1750,FRA11F,RAB1A,2443,5861
1751,FRK,RAB2A,2444,5862
1752,FRA11G,RAB3A,2445,5864
1753,FRA11H,RAB3B,2446,5865
1754,FRA11I,RAB4A,2447,5867
1755,FRA12B,RAB5B,2449,5869
1756,FRA12C,RAB6A,2450,5870
1757,FRA12D,MAP4K2,2451,5871
1758,FRA12E,RAB13,2452,5872
1759,FRA13A,RAB27A,2453,5873
1760,FRA13B,RAB5C,2454,5878
1761,FRA13C,RAC1,2455,5879
1762,FRA13D,RAC2,2456,5880
1763,FRA14B,RAC3,2457,5881
1764,FRA14C,RAD9A,2458,5883
1765,FRA15A,RAD17,2459,5884
1766,FRA16C,RAD23B,2462,5887
1767,FRA16D,RAD51,2463,5888
1768,FRA16E,RAD51C,2464,5889
1769,FRA17A,RAD51B,2465,5890
1770,FRA17B,RAD51D,2466,5892
1771,FRA18A,RAD52,2467,5893
1772,FRA18B,RAF1,2468,5894
1773,FRA19A,RAG1,2469,5896
1774,FRA19B,RAG2,2470,5897
1775,FRA20A,RALA,2471,5898
1776,FRA20B,RALB,2472,5899
1777,FRA22A,RALGDS,2473,5900
1778,FRA22A,RGL4,2473,266747
1779,FRA22B,RAN,2474,5901
1780,MTOR,RANBP1,2475,5902
1781,FRAXB,RAP1A,2478,5906
1782,FRAXC,RAP1B,2479,5908
1783,FRAXD,RAP2B,2480,5912
1784,FRG1,RARB,2483,5915
1785,FRZB,RASA2,2487,5922
1786,CENPI,RBBP4,2491,5928
1787,FSHR,RBBP7,2492,5931
1788,FTH1,RBL2,2495,5934
1789,FTH1P1,RCVRN,2496,5957
1790,FTH1P2,RDH5,2497,5959
1791,FTH1P3,PRPH2,2498,5961
1792,FTH1P4,RDX,2499,5962
1793,FTH1P7,RELA,2500,5970
1794,FTH1P8,RELB,2501,5971
1795,FTH1P10,REN,2502,5972
1796,FTH1P11,RENBP,2503,5973
1797,FTH1P12,DPF2,2504,5977
1798,FTH1P15,RFC1,2507,5981
1799,FTH1P16,RFC2,2508,5982
1800,FTH1P5,RFC3,2509,5983
1801,FTH1P21,RFC4,2510,5984
1802,ADAM2,RGS3,2515,5998
1803,NR5A1,CLDN23,2516,137075
1804,FUCA1,RHEB,2517,6009
1805,FUCA1P1,RHO,2518,6010
1806,FUCA2,GRK1,2519,6011
1807,GAST,RING1,2520,6015
1808,FUS,RNASE3,2521,6037
1809,FUT1,ROBO2,2523,6092
1810,FUT2,ROCK1,2524,6093
1811,FUT4,RPA2,2526,6118
1812,FUT5,RPA3,2527,6119
1813,FUT6,RPE,2528,6120
1814,FUT6,RPEL1,2528,729020
1815,FUT8,RPL3,2530,6122
1816,KDSR,RPL3L,2531,6123
1817,ACKR1,RPL4,2532,6124
1818,FYB1,RPL5,2533,6125
1819,FYN,RPL6,2534,6128
1820,FZD2,RPL7,2535,6129
1821,IFI6,RPL8,2537,6132
1822,G6PC1,RPL9,2538,6133
1823,G6PD,RPL10,2539,6134
1824,SLC37A4,RPL13,2542,6137
1825,GAGE1,RPL15,2543,6138
1826,GAA,RPL21,2548,6144
1827,GAB1,RPL22,2549,6146
1828,GABBR1,RPL23A,2550,6147
1829,GABPA,RPL24,2551,6152
1830,GABPB1,RPL27,2553,6155
1831,GABRA1,RPL30,2554,6156
1832,GABRA2,RPL27A,2555,6157
1833,GABRA3,RPL28,2556,6158
1834,GABRA4,RPL29,2557,6159
1835,GABRA5,RPL31,2558,6160
1836,GABRB2,RPL35A,2561,6165
1837,GABRB3,RPL36AL,2562,6166
1838,GABRD,RPL37,2563,6167
1839,GABRE,RPL37A,2564,6168
1840,GABRG1,RPL38,2565,6169
1841,GABRG2,RPL39,2566,6170
1842,GABRG2,RPL39L,2566,116832
1843,GABRG3,RPL41,2567,6171
1844,GABRP,RPL36A,2568,6173
1845,GABRR1,RPLP0,2569,6175
1846,GABRR2,RPLP1,2570,6176
1847,GAD1,RPLP2,2571,6181
1848,GAD2,RPN1,2572,6184
1849,GAGE2C,RPS2,2574,6187
1850,GAGE4,RPS3A,2576,6189
1851,GAGE5,RPS4X,2577,6191
1852,GAGE5,RPS4Y1,2577,6192
1853,GAGE6,RPS4Y1,2578,6192
1854,GAGE7,RPS5,2579,6193
1855,GAK,RPS6,2580,6194
1856,GALC,RPS6KA1,2581,6195
1857,GALE,RPS6KA2,2582,6196
1858,B4GALNT1,RPS6KA3,2583,6197
1859,GALK1,RPS6KB1,2584,6198
1860,GALK2,RPS6KB2,2585,6199
1861,GALR1,RPS8,2587,6202
1862,GALNS,RPS9,2588,6203
1863,GALNT1,RPS10,2589,6204
1864,GALNT3,RPS12,2591,6206
1865,GAMT,RPS15,2593,6209
1866,GANC,RPS16,2595,6217
1867,GAP43,RPS17,2596,6218
1868,GAPDH,RPS18,2597,6222
1869,GAPDHP60,RPS23,2601,6228
1870,GAPDHP67,RRAS,2609,6237
1871,GAPDHP69,RRM2,2611,6241
1872,GAPDHP71,H3C15,2613,333932
1873,LRRC32,RXRB,2615,6257
1874,GAPDHP1,RXRG,2616,6258
1875,GARS1,RYR1,2617,6261
1876,GART,RYR2,2618,6262
1877,GAS1,RYR3,2619,6263
1878,GAS2,SORT1,2620,6272
1879,GAS6,SAG,2621,6295
1880,GAS8,ACSM3,2622,6296
1881,GATA1,MAPK12,2623,6300
1882,GATA2,SARS1,2624,6301
1883,GATA3,SAT1,2625,6303
1884,GATA4,MSMO1,2626,6307
1885,GATA6,SC5D,2627,6309
1886,GATM,SCD,2628,6319
1887,GBA1,SCNN1A,2629,6337
1888,GBP1,SCTR,2633,6344
1889,GBP2,CCL1,2634,6346
1890,GBX1,CCL3,2636,6348
1891,GC,CCL4,2638,6351
1892,GCDH,CCL5,2639,6352
1893,GCG,CCL8,2641,6355
1894,GCGR,CCL11,2642,6356
1895,GCH1,CCL13,2643,6357
1896,GCHFR,CCL14,2644,6358
1897,GCK,CCL15,2645,6359
1898,GCKR,CCL16,2646,6360
1899,BLOC1S1,CCL17,2647,6361
1900,KAT2A,CCL18,2648,6362
1901,NR6A1,CCL19,2649,6363
1902,GCNT1,CCL20,2650,6364
1903,GCNT2,CCL21,2651,6366
1904,OPN1MW,CCL22,2652,6367
1905,GCSH,CCL23,2653,6368
1906,GDF1,CXCL11,2657,6373
1907,GDF2,CXCL5,2658,6374
1908,MSTN,CX3CL1,2660,6376
1909,GDF9,SDC1,2661,6382
1910,GDF10,SDC2,2662,6383
1911,GDI1,CXCL12,2664,6387
1912,GDI2,SDHA,2665,6389
1913,GDI2P1,SDHC,2667,6391
1914,GDNF,SDHD,2668,6392
1915,GEM,SELE,2669,6401
1916,GFAP,SELL,2670,6402
1917,GFER,SELP,2671,6403
1918,GFI1,SELPLG,2672,6404
1919,GFPT1,SEMA3F,2673,6405
1920,GFRA1,MAP2K4,2674,6416
1921,GFRA2,SET,2675,6418
1922,GFRA3,SETMAR,2676,6419
1923,GGCX,VPS37A,2677,137492
1924,GGT1,SFRP1,2678,6422
1925,GGTA1,SFRP5,2681,6425
1926,B4GALT1,SRSF2,2683,6427
1927,GGT7,SRSF5,2686,6430
1928,GGT5,SRSF6,2687,6431
1929,GH1,SRSF7,2688,6432
1930,GH2,TRA2B,2689,6434
1931,GHR,SGCA,2690,6442
1932,GHRH,SGCB,2691,6443
1933,GHRHR,SGCD,2692,6444
1934,GHSR,SGCG,2693,6445
1935,CBLIF,SGK1,2694,6446
1936,GIP,SGSH,2695,6448
1937,GIPR,SH3BP2,2696,6452
1938,GJA1,TSNARE1,2697,203062
1939,GJA1P1,SH3GL1,2698,6455
1940,GJA3,SH3GL3,2700,6457
1941,GJA4,TUBB,2701,203068
1942,GJA5,SHC1,2702,6464
1943,GJA8,SHH,2703,6469
1944,GJB1,SHMT2,2705,6472
1945,GJB2,SI,2706,6476
1946,GJB2,MGAM,2706,8972
1947,GJB3,SIAH1,2707,6477
1948,GJB5,ST6GAL1,2709,6480
1949,GK,ST3GAL1,2710,6482
1950,GK2,ST3GAL4,2712,6484
1951,GK3,ST3GAL3,2713,6487
1952,GK4P,SKIL,2716,6498
1953,GLA,SKIC2,2717,6499
1954,GPC3,SKP2,2719,6502
1955,GLB1,SLC1A2,2720,6506
1956,GCLC,SLC8A3,2729,6547
1957,GCLM,SLC9A1,2730,6548
1958,GLDC,SLC9A3,2731,6550
1959,GLDCP1,SLC11A1,2732,6556
1960,GLE1,SLC12A2,2733,6558
1961,GLG1,SLC18A1,2734,6570
1962,GLI1,SLC18A2,2735,6571
1963,GLI3,SLIT1,2737,6585
1964,GLI4,SLIT3,2738,6586
1965,GLO1,SLPI,2739,6590
1966,GLP1R,SNAI2,2740,6591
1967,GLRA1,SMARCA4,2741,6597
1968,GLRA2,SMARCB1,2742,6598
1969,GLRB,SMARCC1,2743,6599
1970,GLS,SMARCC2,2744,6601
1971,GLRX,SMARCD1,2745,6602
1972,GLUD1,SMARCE1,2746,6605
1973,GLUD2,SMO,2747,6608
1974,GLUD1P4,SMS,2750,6611
1975,GLUD1P5,SUMO3,2751,6612
1976,GLUL,SUMO2,2752,6613
1977,GLULP1,SIGLEC1,2753,6614
1978,GLULP2,SNAI1,2754,6615
1979,GM2A,SNRPB,2760,6628
1980,GM2A,SNRPN,2760,6638
1981,GM2AP1,SNRPB2,2761,6629
1982,GMFB,SNRPD2,2764,6633
1983,GML,SNRPD3,2765,6634
1984,GMPR,SNRPE,2766,6635
1985,GNA11,SNRPF,2767,6636
1986,GNA15,SOAT1,2769,6646
1987,GNAI1,SOD1,2770,6647
1988,GNAI2P1,SOD3,2772,6649
1989,GNAI3,SORD,2773,6652
1990,GNAL,SOS1,2774,6654
1991,GNAO1,SOS2,2775,6655
1992,GNAQ,SP1,2776,6667
1993,GNAQP1,SP3,2777,6670
1994,GNAS,SP100,2778,6672
1995,GNAT1,UAP1,2779,6675
1996,GNAT2,SPAM1,2780,6677
1997,GNAZ,SPI1,2781,6688
1998,GNB1,SPN,2782,6693
1999,GNB2,SPP1,2783,6696
2000,GNB3,SPR,2784,6697
2001,GNG3,SPTAN1,2785,6709
2002,GNG7,SRC,2788,6714
2003,GNG5P1,SRD5A1,2789,6715
2004,GNG10,SRD5A2,2790,6716
2005,GNG11,AKR1D1,2791,6718
2006,GNGT1,SREBF1,2792,6720
2007,GNL1,SRF,2794,6722
2008,GNRH1,SRP9,2796,6726
2009,GNRH2,SRP14,2797,6727
2010,GNRHR,SRP19,2798,6728
2011,GNS,SRP54,2799,6729
2012,GOLGA1,SRP68,2800,6730
2013,GOLGA2,SRP72,2801,6731
2014,GOLGA4,TRIM21,2803,6737
2015,GOLGB1,RO60,2804,6738
2016,GOT1,SSB,2805,6741
2017,GOT2,SSBP1,2806,6742
2018,SFN,SSTR3,2810,6753
2019,GP1BA,SSTR4,2811,6754
2020,GP1BB,SSTR5,2812,6755
2021,GP5,STAT2,2814,6773
2022,GP9,STAT3,2815,6774
2023,GPC1,STAT5A,2817,6776
2024,GPD1,STAT6,2819,6778
2025,GPD2,SULT1E1,2820,6783
2026,GPI,STK3,2821,6788
2027,GPLD1,STK4,2822,6789
2028,GPM6A,AURKA,2823,6790
2029,GPM6A,AURKB,2823,9212
2030,GPM6B,STK11,2824,6794
2031,CMKLR2,SULT1A2,2825,6799
2032,CCR10,STX1A,2826,6804
2033,GPR3,STX3,2827,6809
2034,GPR4,STX4,2828,6810
2035,XCR1,STX5,2829,6811
2036,GPR6,SULT1A1,2830,6817
2037,NPBWR1,SULT1A3,2831,6818
2038,NPBWR2,SULT2B1,2832,6820
2039,CXCR3,SUOX,2833,6821
2040,PRLHR,ABCC8,2834,6833
2041,GPR12,SUV39H1,2835,6839
2042,UTS2R,VAMP2,2837,6844
2043,GPR17,SYK,2840,6850
2044,GPR18,TACR2,2841,6865
2045,GPR19,ADAM17,2842,6868
2046,GPR20,TACR1,2843,6869
2047,GPR22,TAF1,2845,6872
2048,LPAR4,TAF2,2846,6873
2049,MCHR1,TAF4,2847,6874
2050,GPR25,TAF4B,2848,6875
2051,GPR26,COX7B2,2849,170712
2052,GPR27,TAF5,2850,6877
2053,GPER1,TAF7,2852,6879
2054,GPR31,AK6,2853,102157402
2055,GPR31,TAF9,2853,6880
2056,GPR32,TAF10,2854,6881
2057,GPR32P1,TAF11,2855,6882
2058,GPR33,TAF12,2856,6883
2059,GPR34,TAF13,2857,6884
2060,GPR35,TALDO1,2859,6888
2061,GPR36,TAP1,2860,6890
2062,GPR37,TAP2,2861,6891
2063,MLNR,GPAT4,2862,137964
2064,GPR39,TAPBP,2863,6892
2065,FFAR1,TARS1,2864,6897
2066,FFAR3,TAT,2865,6898
2067,GPR42,UNC5D,2866,137970
2068,GRK4,TAFAZZIN,2868,6901
2069,GRK5,TBL1X,2869,6907
2070,GRK6,TBP,2870,6908
2071,GRK6P1,TBX2,2871,6909
2072,MKNK2,TBXA2R,2872,6915
2073,GPS1,TBXAS1,2873,6916
2074,GPS2,ELOC,2874,6921
2075,GPX1,HNF1A,2876,6927
2076,GPX2,HNF1B,2877,6928
2077,GPX3,TCF7,2878,6932
2078,GPX5,ZEB1,2880,6935
2079,GPX7,TDG,2882,6996
2080,GRB2,TEP1,2885,7011
2081,GRB7,TERF1,2886,7013
2082,GRB10,TERT,2887,7015
2083,GRB14,TF,2888,7018
2084,RAPGEF1,TFAM,2889,7019
2085,GRIA1,TFDP1,2890,7027
2086,GRIA1,TFDP3,2890,51270
2087,GRIA2,TFDP2,2891,7029
2088,GRIA3,TFF1,2892,7031
2089,GRIA4,TFF2,2893,7032
2090,GRID1,TFF3,2894,7033
2091,GRID2,TFPI,2895,7035
2092,GRN,TFRC,2896,7037
2093,GRIK1,TG,2897,7038
2094,GRIK2,TGFA,2898,7039
2095,GRIK3,TGFB1,2899,7040
2096,GRIK4,TGFB2,2900,7042
2097,GRIK5,TGFB3,2901,7043
2098,GRIN1,LEFTY2,2902,7044
2099,GRIN2A,TGFBR1,2903,7046
2100,GRIN2B,TGFBR2,2904,7048
2101,GRIN2C,TGFBR3,2905,7049
2102,GRIN2D,TGM2,2906,7052
2103,GRINA,TH,2907,7054
2104,NR3C1,THBD,2908,7056
2105,ARHGAP35,THBS1,2909,7057
2106,NR3C1P1,THBS2,2910,7058
2107,GRM1,THBS3,2911,7059
2108,GRM2,THBS4,2912,7060
2109,GRM3,THOP1,2913,7064
2110,GRM4,THPO,2914,7066
2111,GRM5,THRA,2915,7067
2112,GRM7,THY1,2917,7070
2113,GRM8,TIAM1,2918,7074
2114,CXCL1,TIMP1,2919,7076
2115,CXCL2,TIMP2,2920,7077
2116,CXCL3,TIMP3,2921,7078
2117,GRP,TIMP4,2922,7079
2118,PDIA3,TJP1,2923,7082
2119,GRPR,TK2,2925,7084
2120,GRSF1,TKT,2926,7086
2121,GSK3A,TLR2,2931,7097
2122,GSK3B,TLR3,2932,7098
2123,GSN,TLR5,2934,7100
2124,GSPT1,TM7SF2,2935,7108
2125,GSR,TMSB4X,2936,7114
2126,GSTA1,CLDN5,2938,7122
2127,GSTA2,TNF,2939,7124
2128,GSTA3,TNNC2,2940,7125
2129,GSTA4,TNFAIP3,2941,7128
2130,GSTA6P,TNFRSF1A,2942,7132
2131,GSTM1,TNNC1,2944,7134
2132,GSTM2,TNNI3,2946,7137
2133,GSTM5,TNR,2949,7143
2134,GSTP1,TNS1,2950,7145
2135,GSTP1P1,TNXB,2951,7148
2136,GSTT2,TOP2A,2953,7153
2137,GSTZ1,TOP2B,2954,7155
2138,MSH6,TP53,2956,7157
2139,GTF2A1,TP73,2957,7161
2140,GTF2A2,TPH1,2958,7166
2141,GTF2B,TPI1,2959,7167
2142,GTF2E1,TPM1,2960,7168
2143,GTF2E2,TPM2,2961,7169
2144,GTF2F1,TPM3,2962,7170
2145,GTF2F2,TPM4,2963,7171
2146,GTF2F2P1,TPMT,2964,7172
2147,GTF2H1,TPO,2965,7173
2148,GTF2H2,TPR,2966,7175
2149,GTF2H3,HSP90B1,2967,7184
2150,GTF2H4,TRAF1,2968,7185
2151,GTF2I,TRAF2,2969,7186
2152,GTF2IP1,TRAF3,2970,7187
2153,GTF3A,TRAF5,2971,7188
2154,BRF1,TRAF6,2972,7189
2155,GUCY1B2,OCLN,2974,100506658
2156,GTF3C1,TRIO,2975,7204
2157,GTF3C2,TRIP6,2976,7205
2158,GUCY1A2,TRPC1,2977,7220
2159,GUCA1A,TRPC3,2978,7222
2160,GUCA1B,TRPC4,2979,7223
2161,GUCA2A,TRPC5,2980,7224
2162,GUCA2B,TSC1,2981,7248
2163,GUCY1A1,TSC2,2982,7249
2164,GUCY1B1,TSG101,2983,7251
2165,GUCY2C,TSHB,2984,7252
2166,GUCY2F,GFUS,2986,7264
